UAL;Age;Injection;Hydrolysis;Station;specimen_no;depth (cm);max. depth (cm);5 cm group (cm);taxon;Outlier;Contamination;Replicate;ageMedian;ageYng;ageOld;Asp_DL;Glu_DL;DL_Ser;DL_Ala;DL_Val;DL_Phe;DL_Ile;DL_Leu;L-Ser/     L-Asp;[Asp];[Glu];[Ser];[Ala];[Val];[Phe];[Ile];[Leu];[total];L Asp;D Asp;L Glu;D Glu;L Ser;D Ser;Gly;L Ala;L hArg;D Ala;L Val;D Val;L Phe;L Ile;D Phe;L Leu;D aIle;D Leu;Valve
11916;26;2ul10;6;Pan M28;Pan M28-10-12-027;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.070;0.020;0.062;0.031;0.008;0.014;0.011;0.013;0.5;4438;2567;2186;2591;2384;870;1196;1229;17460;5013;350;3040;62;2488;154;6011;3036;242;95;2857;24;1037;1430;14;1467;15;19;left
11917;70;2ul10;6;Pan M28;Pan M28-10-12-028;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.089;0.032;0.122;0.031;0.007;0.019;0.010;0.020;0.6;3766;2401;2220;2762;1518;703;545;893;14808;16758;1496;11277;361;9591;1167;13174;12980;969;408;7304;52;3343;2613;63;4241;27;86;left
11918;35;2ul10;6;Pan M28;Pan M28-10-12-029;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.075;0.028;0.079;0.033;0.008;0.033;0.010;0.023;0.5;3995;2282;2078;2032;2247;740;1073;1129;15575;18525;1388;11064;311;9599;757;23882;9800;997;328;11117;85;3570;5292;117;5503;55;125;left
11919;266;2ul10;6;Pan M28;Pan M28-10-12-030;10-12;12;12;Corbula gibba;;;;NA;NA;NA;0.130;0.039;0.110;0.055;0.022;0.025;0.036;0.042;0.4;3497;1677;1309;1295;956;452;550;691;10428;3383;440;1764;69;1289;142;2713;1341;219;74;1023;23;482;580;12;725;21;31;double
12071;388;2ul10;6;Pan M28;Pan M28-110-115-001;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.146;0.032;0.234;0.045;0.009;0.030;0.016;0.008;0.4;2516;1614;1075;1106;691;288;340;512;8142;2350;343;1673;53;932;218;1259;1133;214;51;733;7;299;358;9;544;6;4;right
12072;294;2ul10;6;Pan M28;Pan M28-110-115-002;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.134;0.033;0.177;0.054;0.010;0.029;0.014;0.027;0.3;4193;2129;1405;1351;1436;323;612;728;12176;4251;569;2370;78;1372;242;3169;1473;230;80;1634;17;361;694;11;815;10;22;right
12073;203;2ul10;6;Pan M28;Pan M28-110-115-003;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.120;0.033;0.140;0.064;0.012;0.073;0.014;0.022;0.3;3332;1345;1021;1106;1696;323;664;647;10133;3640;437;1593;53;1095;154;4290;1271;245;82;2051;25;368;801;27;775;11;17;right
12074;5;2ul10;6;Pan M28;Pan M28-110-115-004;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.051;0.026;0.031;0.043;0.011;0.015;0.009;0.012;0.4;6291;3226;2597;2535;3051;1160;1699;1533;22092;7596;390;3994;102;3197;100;8034;3086;254;132;3831;42;1451;2138;21;1923;19;23;right
12075;308;2ul10;6;Pan M28;Pan M28-110-115-005;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.136;0.035;0.195;0.048;0.022;0.042;0.018;0.010;0.4;1501;896;598;660;411;153;171;259;4649;1570;213;1028;36;595;116;708;748;238;36;477;10;174;200;7;305;4;3;right
12076;227;2ul10;6;Pan M28;Pan M28-110-115-006;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.124;0.036;0.158;0.055;0.013;0.033;0.012;0.012;0.3;2891;1291;973;1035;1451;305;590;638;9174;2968;368;1438;51;970;153;3326;1132;231;62;1653;22;341;673;11;728;8;9;right
12077;240;2ul10;6;Pan M28;Pan M28-110-115-007;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.126;0.034;0.185;0.048;0.012;0.058;0.018;0.013;0.4;2140;1165;835;949;821;251;360;426;6946;2189;276;1298;44;812;150;1633;1043;231;50;935;11;274;408;16;485;7;6;right
12078;301;2ul10;6;Pan M28;Pan M28-110-115-008;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.135;0.031;0.173;0.048;0.013;0.029;0.024;0.014;0.4;3720;1904;1377;1403;1461;380;649;746;11638;3732;503;2102;66;1336;231;2962;1524;228;73;1642;21;420;722;12;838;17;12;right
12079;323;2ul10;6;Pan M28;Pan M28-110-115-009;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.138;0.045;0.218;0.056;0.016;0.053;0.018;0.018;0.4;1236;729;517;672;381;162;148;252;4095;1153;160;741;33;451;98;564;676;213;38;399;6;163;155;9;263;3;5;right
12080;347;2ul10;6;Pan M28;Pan M28-110-115-010;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.141;0.041;0.197;0.052;0.011;0.047;0.038;0.023;0.4;1396;876;642;682;456;196;193;312;4753;1353;191;930;39;594;117;700;717;221;38;498;6;207;206;10;337;8;8;right
12081;316;2ul10;6;Pan M28;Pan M28-110-115-011;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.137;0.033;0.169;0.054;0.010;0.022;0.012;0.020;0.3;4590;2132;1555;1622;1772;473;787;883;13814;4634;635;2370;77;1528;258;4116;1767;230;96;2014;20;532;892;12;994;11;20;right
12082;120;2ul10;6;Pan M28;Pan M28-110-115-012;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.103;0.033;0.124;0.050;0.009;0.022;0.012;0.017;0.3;5124;2066;1687;1753;3059;486;1236;1215;16626;5635;583;2427;80;1822;226;7783;2027;243;101;3679;33;577;1482;13;1449;17;25;right
12083;380;2ul10;6;Pan M28;Pan M28-110-115-013;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.145;0.039;0.198;0.061;0.010;0.032;0.021;0.006;0.4;1604;963;645;711;442;182;213;307;5068;1541;223;1019;40;592;117;775;737;220;45;481;5;194;229;6;336;5;2;right
12084;273;2ul10;6;Pan M28;Pan M28-110-115-014;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.131;0.031;0.165;0.049;0.011;0.027;0.010;0.027;0.3;4067;2060;1465;1419;1382;365;611;753;12123;4159;544;2310;73;1454;241;2982;1564;231;77;1581;18;411;700;11;849;7;23;right
12085;387;2ul10;6;Pan M28;Pan M28-110-115-015;110-115;115;115;Corbula gibba;;;;387;284;519;0.151;0.033;0.198;0.057;0.010;0.026;0.020;0.023;0.4;4306;2460;1575;1385;1270;382;606;781;12764;4273;645;2720;90;1501;298;2702;1496;228;86;1435;15;425;678;11;872;14;20;right
12086;339;2ul10;6;Pan M28;Pan M28-110-115-016;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.140;0.033;0.195;0.051;0.019;0.042;0.036;0.023;0.4;2327;1305;884;832;626;194;273;370;6810;2324;325;1439;47;842;164;1214;902;228;46;700;13;212;300;9;411;11;10;right
12087;294;2ul10;6;Pan M28;Pan M28-110-115-017;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.134;0.029;0.169;0.043;0.008;0.019;0.013;0.012;0.4;5810;3295;2380;2063;2175;664;1044;1291;18722;5824;779;3639;106;2314;391;4664;2247;227;97;2452;21;740;1172;14;1449;15;18;right
12088;246;2ul10;6;Pan M28;Pan M28-110-115-018;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.127;0.029;0.151;0.046;0.009;0.019;0.009;0.011;0.4;5244;2830;2180;2062;1782;570;826;1038;16532;5117;651;3026;88;2084;314;3388;2168;220;100;1943;18;615;900;12;1129;8;12;right
12089;816;2ul10;6;Pan M28;Pan M28-110-115-019;110-115;115;115;Corbula gibba;;;;816;692;973;0.168;0.036;0.202;0.043;0.011;0.026;0.021;0.014;0.4;3578;2008;1655;2002;1128;551;529;751;12202;3425;576;2167;78;1540;311;1996;2147;224;92;1248;13;601;579;16;829;12;11;right
12090;156;2ul10;6;Pan M28;Pan M28-110-115-020;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.111;0.043;0.165;0.053;0.015;0.036;0.033;0.029;0.4;2375;1240;1049;1104;1073;342;457;665;8305;2503;277;1393;59;1054;174;2835;1228;234;65;1238;18;386;518;14;756;17;22;left
12091;323;2ul10;6;Pan M28;Pan M28-110-115-021;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.138;0.040;0.202;0.050;0.025;0.051;0.021;0.012;0.4;1353;844;634;770;454;223;217;328;4824;1236;170;845;34;549;111;1044;763;208;38;461;11;221;221;11;337;5;4;left
12092;209;2ul10;6;Pan M28;Pan M28-110-115-022;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.121;0.028;0.118;0.035;0.008;0.033;0.012;0.014;0.4;8213;4294;3637;3461;4109;1173;2067;2100;29054;8567;1035;4884;135;3802;449;11393;3910;234;136;4766;37;1327;2387;44;2422;29;33;left
12093;116;2ul10;6;Pan M28;Pan M28-110-115-023;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.102;0.029;0.086;0.038;0.008;0.017;0.011;0.023;0.4;7887;2999;2815;3182;5355;812;2164;1894;27107;9863;1006;4015;117;3572;307;23715;4226;276;159;7319;61;1100;2949;18;2552;33;58;left
12094;227;2ul10;6;Pan M28;Pan M28-110-115-024;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.124;0.032;0.168;0.043;0.011;0.042;0.026;0.025;0.4;3337;1680;1324;1389;1386;370;614;712;10812;3664;455;2009;65;1399;235;3521;1643;247;70;1691;19;438;738;19;858;19;21;left
12095;142;2ul10;6;Pan M28;Pan M28-110-115-025;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.108;0.034;0.120;0.046;0.010;0.028;0.012;0.032;0.3;4503;1665;1396;1525;2589;449;1037;957;14121;5099;552;2021;69;1564;187;7698;1831;251;84;3218;31;548;1286;15;1164;15;37;left
12096;301;2ul10;6;Pan M28;Pan M28-110-115-026;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.135;0.039;0.174;0.042;0.012;0.024;0.022;0.020;0.5;3747;2201;1990;2226;1484;695;763;938;14045;3593;484;2305;90;1844;321;3989;2324;218;98;1596;19;739;812;17;1001;18;20;left
12097;308;2ul10;6;Pan M28;Pan M28-110-115-027;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.136;0.031;0.186;0.043;0.010;0.020;0.017;0.021;0.5;3273;2151;1554;1762;1115;584;653;879;11971;3196;436;2314;72;1455;270;2979;1874;222;81;1225;13;635;712;13;955;12;20;left
12098;128;2ul10;6;Pan M28;Pan M28-110-115-028;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.105;0.028;0.118;0.045;0.009;0.026;0.018;0.037;0.4;5560;2594;2296;2515;2771;707;1113;1328;18883;6443.7;675.8;3230.4;91.1;2629.6;310;7983.5;3081.4;256.1;139.3;3516.9;31.9;881.9;1400;22.9;1639.4;25.1;60.9;double
12099;96;2ul10;6;Pan M28;Pan M28-110-115-029;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.097;0.028;0.126;0.040;0.008;0.028;0.015;0.016;0.4;7453;3287;2684;2888;3952;803;1587;1763;24418;9320;905;4385;125;3271;412;12226;3810;274;153;5381;42;1072;2146;30;2382;32;37;double
12100;429;2ul10;6;Pan M28;Pan M28-125-130-001;125-130;130;130;Corbula gibba;;;;429;329;537;0.138;0.031;0.173;0.055;0.010;0.026;0.012;0.007;0.4;5565;3306;2306;2132;1699;677;884;1167;17736;5383;741;3528;110;2164;374;3276;2225;220;121;1851;19;726;962;19;1276;11;8;right
12101;388;2ul10;6;Pan M28;Pan M28-125-130-002;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.146;0.032;0.196;0.067;0.012;0.025;0.015;0.023;0.4;4028;2359;1585;1378;977;387;532;738;11983;3861;563;2512;79;1456;285;2191;1419;220;95;1061;13;414;576;10;792;9;19;right
12102;233;2ul10;6;Pan M28;Pan M28-125-130-003;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.125;0.035;0.171;0.048;0.011;0.025;0.017;0.019;0.4;3590;1775;1364;1424;1634;365;673;781;11607;3787;474;2036;72;1382;237;3705;1612;237;78;1919;21;422;786;11;910;13;18;right
12103;380;2ul10;6;Pan M28;Pan M28-125-130-004;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.145;0.032;0.164;0.044;0.009;0.027;0.025;0.035;0.4;3625;1912;1346;1443;1421;385;652;705;11489;3545;514;2075;65;1295;212;2918;1547;224;68;1576;15;419;713;11;762;18;26;right
12104;108;2ul10;6;Pan M28;Pan M28-125-130-005;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.100;0.030;0.119;0.054;0.010;0.034;0.019;0.027;0.4;5672;2800;2217;2181;2784;659;1147;1374;18833;6368;640;3360;99;2448;291;5694;2558;247;137;3405;35;787;1390;27;1652;27;45;right
12105;128;2ul10;6;Pan M28;Pan M28-125-130-006;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.105;0.030;0.122;0.039;0.008;0.017;0.014;0.017;0.3;8062;3336;2559;2820;4420;794;1821;1833;25645;9374;986;4161;125;2930;357;11090;3489;257;135;5632;48;1003;2309;17;2316;31;40;right
12106;142;2ul10;6;Pan M28;Pan M28-125-130-007;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.108;0.031;0.118;0.043;0.009;0.023;0.011;0.025;0.3;4222;1843;1425;1573;2478;393;1013;935;13881;4796;517;2251;69;1604;190;7134;1898;252;81;3091;28;483;1262;11;1147;14;29;right
12107;347;2ul10;6;Pan M28;Pan M28-125-130-008;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.141;0.031;0.193;0.039;0.017;0.042;0.021;0.015;0.4;2867;1688;1154;1209;822;329;383;534;8985;2882;406;1877;59;1110;214;1584;1335;229;52;927;16;362;431;15;604;9;9;right
12108;259;2ul10;6;Pan M28;Pan M28-125-130-009;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.129;0.034;0.166;0.050;0.010;0.028;0.023;0.037;0.4;3645;1864;1321;1472;1703;392;763;787;11946;3725;481;2081;70;1307;217;3687;1617;231;81;1945;20;440;861;12;876;20;32;right
12109;171;2ul10;6;Pan M28;Pan M28-125-130-010;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.114;0.032;0.146;0.040;0.009;0.029;0.012;0.024;0.4;3594;1925;1461;1514;1686;441;722;838;12180;3812;435;2203;71;1507;220;3857;1719;236;70;1974;17;506;843;15;967;10;23;right
12110;156;2ul10;6;Pan M28;Pan M28-125-130-011;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.111;0.032;0.138;0.042;0.012;0.021;0.019;0.029;0.4;5521;2734;2166;2269;2690;639;1140;1247;18406;5860;652;3126;99;2244;311;5996;2567;236;109;3136;37;739;1319;15;1429;26;42;right
12111;128;2ul10;6;Pan M28;Pan M28-125-130-012;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.105;0.030;0.128;0.042;0.009;0.024;0.014;0.021;0.4;7131;3664;2977;2777;3511;922;1586;1826;24394;7878;829;4341;132;3223;412;9118;3254;244;136;4249;38;1100;1911;26;2184;26;46;right
12112;405;2ul10;6;Pan M28;Pan M28-125-130-013;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.148;0.049;0.219;0.067;0.026;0.045;0.052;0.008;0.5;320;200;156;205;109;56;41;71;1159;333;49;228;11;152;33;244;229;238;15;127;3;64;47;3;83;2;1;right
12113;423;2ul10;6;Pan M28;Pan M28-125-130-014;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.150;0.034;0.212;0.041;0.013;0.028;0.017;0.013;0.5;2720;1617;1330;1477;831;420;445;595;9434;2698;404;1784;61;1252;265;1746;1618;228;67;935;12;466;499;13;670;9;9;right
12114;423;2ul10;6;Pan M28;Pan M28-125-130-015;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.150;0.036;0.212;0.043;0.017;0.046;0.019;0.010;0.4;2084;1284;886;1018;617;258;287;424;6859;2107;316;1441;52;851;180;1091;1135;233;49;705;12;287;328;13;488;6;5;right
12115;371;2ul10;6;Pan M28;Pan M28-125-130-016;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.144;0.041;0.193;0.057;0.016;0.035;0.022;0.018;0.4;1947;1203;868;839;587;275;300;474;6493;1912;276;1299;53;818;158;1045;892;225;51;649;11;299;330;10;524;7;9;right
12116;363;2ul10;6;Pan M28;Pan M28-125-130-017;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.143;0.034;0.140;0.055;0.009;0.022;0.015;0.021;0.5;5786;3090;2746;2808;3775;769;1682;1530;22187;5198;741;3068;104;2473;346;7419;2733;205;150;3839;36;772;1701;17;1539;26;32;left
12117;393;2ul10;6;Pan M28;Pan M28-125-130-018;125-130;130;130;Corbula gibba;;;;393;287;525;0.156;0.028;0.123;0.038;0.012;0.019;0.016;0.022;0.6;7716;4163;4227;4966;3671;1756;2357;2647;31503;7662;1196;4650;129;4322;530;19446;5490;230;211;4164;50;1977;2664;39;2974;42;65;left
12118;308;2ul10;6;Pan M28;Pan M28-125-130-019;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.136;0.034;0.183;0.045;0.012;0.023;0.028;0.022;0.6;3702;2238;2203;2528;1485;725;638;935;14454;3457;471;2296;78;1975;362;2869;2566;212;117;1557;19;752;658;18;971;18;22;left
12119;423;2ul10;6;Pan M28;Pan M28-125-130-020;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.150;0.031;0.145;0.050;0.009;0.018;0.016;0.011;0.5;6934;3896;3206;3151;2252;1010;1456;1601;23507;6699;1008;4200;130;3112;452;7417;3337;222;166;2481;22;1102;1593;20;1761;26;19;left
12120;100;2ul10;6;Pan M28;Pan M28-125-130-021;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.098;0.028;0.103;0.037;0.008;0.017;0.016;0.021;0.4;8486;3750;3340;3302;4875;973;2152;2198;29076;10206;996;4813;136;3998;410;16519;4204;264;154;6384;50;1264;2797;21;2841;45;60;left
12121;137;2ul10;6;Pan M28;Pan M28-125-130-022;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.107;0.029;0.121;0.043;0.008;0.025;0.015;0.026;0.4;7431;3394;2746;2789;3942;842;1613;1765;24522;9202;982;4520;131;3357;406;12606;3664;274;158;5359;44;1126;2179;28;2358;33;61;left
12122;405;2ul10;6;Pan M28;Pan M28-125-130-023;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.148;0.031;0.180;0.053;0.016;0.030;0.024;0.062;0.4;2879;1735;1255;1428;1009;474;563;732;10076;2817;416;1890;59;1194;215;2270;1523;225;81;1116;18;516;618;16;774;15;48;left
12123;246;2ul10;6;Pan M28;Pan M28-125-130-024;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.127;0.037;0.179;0.070;0.012;0.031;0.014;0.085;0.4;3337;1669;1328;1432;1538;365;631;826;11126;3646;462;1981;74;1387;248;3368;1647;246;116;1871;23;436;766;14;936;11;80;left
12124;287;2ul10;6;Pan M28;Pan M28-125-130-025;125-130;130;130;Corbula gibba;;;;NA;NA;NA;0.133;0.030;0.150;0.033;0.010;0.017;0.016;0.037;0.4;2275;1329;1017;1175;927;322;448;517;8011;5989;794;3847;117;2638;395;6243;3389;596;113;2738;27;945;1314;16;1486;21;55;left
12125;689;2ul10;6;Pan M28;Pan M28-145-150-001;145-150;150;150;Corbula gibba;;;;689;589;784;0.191;0.050;0.353;0.084;0.019;0.053;0.046;0.148;0.3;2175;1253;777;951;613;225;271;446;6710;1987;380;1299;65;625;221;780;954;218;80;655;13;232;282;12;423;13;62;right
12126;509;2ul10;6;Pan M28;Pan M28-145-150-002;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.159;0.032;0.242;0.056;0.023;0.066;0.026;0.071;0.3;2637;1526;978;927;600;194;280;415;7557;2563;407;1665;54;887;215;1199;989;225;55;661;15;205;308;14;437;8;31;right
12127;166;2ul10;6;Pan M28;Pan M28-145-150-003;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.113;0.032;0.124;0.039;0.010;0.022;0.012;0.087;0.4;5189;2567;2198;2222;3033;579;1198;1351;18337;5147;581;2745;89;2160;267;6809;2360;221;93;3315;34;626;1307;14;1373;16;119;right
12128;166;2ul10;6;Pan M28;Pan M28-145-150-004;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.113;0.033;0.156;0.057;0.009;0.032;0.021;0.083;0.4;4478;2235;1890;1985;2240;547;863;1136;15374;4605;520;2475;83;1872;291;4672;2150;229;123;2542;22;606;967;19;1201;20;99;right
12129;1628;2ul10;6;Pan M28;Pan M28-145-150-005;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.232;0.048;0.300;0.056;0.026;0.057;0.029;0.075;0.3;3700;1649;1142;1352;829;407;467;638;10184;2759;639;1446;69;807;242;1577;1175;184;66;742;20;353;417;20;545;12;41;right
12130;489;2ul10;6;Pan M28;Pan M28-145-150-006;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.157;0.044;0.238;0.090;0.019;0.044;0.068;0.147;0.4;1990;1223;864;970;627;285;336;543;6838;1907;300;1299;57;774;184;1081;987;222;89;682;13;303;349;13;525;24;77;right
12131;509;4ul12;6;Pan M28;Pan M28-145-150-007;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.159;0.046;0.243;0.066;0.016;0.065;0.022;0.061;0.3;1583;931;579;687;463;177;202;300;4923;11054;1761;7208;331;3773;917;5252;5218;1619;344;3693;60;1348;1599;88;2289;35;140;right
12132;405;2ul10;6;Pan M28;Pan M28-145-150-008;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.148;0.039;0.192;0.060;0.016;0.041;0.023;0.060;0.3;4051;1733;1365;1524;2071;424;786;865;12819;4744;703;2243;88;1539;295;4954;1934;269;115;2741;43;547;1034;23;1098;23;65;right
12133;NA;2ul10;6;Pan M28;Pan M28-145-150-009;145-150;150;150;Corbula gibba;outlier;concentrations;;NA;NA;NA;0.109;0.031;0.120;0.054;0.014;0.029;0.017;0.034;0.4;11759;4911;4187;4791;5546;1346;2409;2625;37574;14013;1532;6299;193;4942;593;14145;6010;264;324;7230;101;1729;3133;51;3356;52;115;right
12134;NA;2ul10;6;Pan M28;Pan M28-145-150-010;145-150;150;150;Corbula gibba;outlier;Asp DL-Glu DL;;NA;NA;NA;0.183;0.031;0.182;0.040;0.015;0.034;0.025;0.124;0.5;4188;2281;1889;2019;1241;584;638;938;13777;4031;737;2520;77;1820;331;3498;2210;228;89;1392;21;643;708;22;950;18;118;right
12135;388;2ul10;6;Pan M28;Pan M28-145-150-011;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.146;0.040;0.228;0.060;0.012;0.044;0.020;0.050;0.4;1953;1178;825;976;608;262;266;422;6491;1928;282;1282;51;761;173;941;1043;226;62;681;8;284;295;13;455;6;23;right
12136;NA;4ul12;6;Pan M28;Pan M28-145-150-012;145-150;150;150;Corbula gibba;outlier;outlying DL Asp  vs Serine;;NA;NA;NA;0.294;0.103;0.494;0.197;0.066;0.140;0.086;0.147;0.3;859;563;320;592;341;143;146;242;3206;6691;1968;5152;531;2160;1067;4336;4985;2017;982;3228;214;1267;1361;177;2129;117;313;right
12138;316;2ul10;6;Pan M28;Pan M28-145-150-014;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.137;0.034;0.144;0.057;0.010;0.027;0.020;0.097;0.4;7469;3273;2703;3212;3167;858;1487;1727;23896;7364;1008;3548;122;2649;381;6724;3408;224;193;3516;34;937;1634;25;1766;32;170;left
12139;161;2ul10;6;Pan M28;Pan M28-145-150-015;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.112;0.033;0.119;0.053;0.011;0.033;0.016;0.059;0.4;6696;2842;2649;2758;4262;720;1603;1614;23145;7949;894;3634;119;3127;371;11248;3459;264;183;5566;62;920;2083;30;2013;34;118;left
12140;142;2ul10;6;Pan M28;Pan M28-145-150-016;145-150;150;150;Corbula gibba;;;;NA;NA;NA;0.108;0.032;0.150;0.062;0.016;0.038;0.030;0.055;0.4;4637;2435;2124;2279;2357;712;984;1264;16792;5100;550;2874;93;2251;337;5288;2616;244;161;2827;45;835;1164;32;1459;35;81;left
11920;70;2ul10;6;Pan M28;Pan M28-16-18-001;16-18;18;20;Corbula gibba;;;average of replicates;NA;NA;NA;0.089;0.031;0.090;0.047;0.012;0.014;0.020;0.072;0.410;6455.855;3449.932;2646.224;2307.535;2214.084;696.819;1105.716;1376.042;20252.208;6672.267;596.900;3768.233;116.233;2734.433;245.267;6043.667;2482.967;225.800;116.600;2465.733;28.467;773.800;1221.033;10.867;1442.233;24.167;103.700;right
11921;100;2ul10;6;Pan M28;Pan M28-16-18-002;16-18;18;20;Corbula gibba;;;average of replicates;NA;NA;NA;0.098;0.028;0.124;0.076;0.014;0.040;0.022;0.087;0.359;4172.598;2282.847;1535.299;1315.214;1288.774;406.501;645.201;794.888;12441.324;4160.067;407.667;2432.000;67.100;1494.867;185.867;2754.867;1338.167;218.967;101.700;1390.800;19.933;427.867;691.433;17.067;800.600;14.900;69.733;right
11922;46;2ul10;6;Pan M28;Pan M28-16-18-003;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.080;0.026;0.103;0.036;0.008;0.045;0.011;0.027;0.5;1485;979;782;737;476;216;234;344;5252;6744;542;4679;124;3475;360;4661;3488;981;125;2315;18;1012;1137;46;1644;12;44;right
11923;83;2ul10;6;Pan M28;Pan M28-16-18-004;16-18;18;20;Corbula gibba;;low concentrations;;NA;NA;NA;0.093;0.026;0.097;0.044;0.011;0.034;0.018;0.046;0.4;4340;2572;1833;1552;1231;402;588;811;13328;1122;104;708;19;472;46;563;420;57;18;344;4;110;163;4;219;3;10;right
11924;287;2ul10;6;Pan M28;Pan M28-16-18-005;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.133;0.034;0.229;0.044;0.010;0.045;0.010;0.029;0.4;2064;1291;953;998;602;238;267;405;6818;8710;1157;5967;204;3706;848;5200;4570;956;203;2850;30;1089;1263;49;1880;12;55;right
11925;83;2ul10;6;Pan M28;Pan M28-16-18-006;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.093;0.026;0.109;0.032;0.016;0.042;0.239;0.028;0.5;1960;1226;924;948;565;247;313;396;6579;16192;1513;10796;285;7530;818;8724;8299;1807;270;5021;82;2142;2279;91;3477;545;98;right
11926;93;2ul10;6;Pan M28;Pan M28-16-18-007;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.096;0.023;0.106;0.033;0.008;0.039;0.009;0.026;0.4;3683;2158;1526;1355;1174;354;514;687;11451;17370;1665;10907;248;7131;755;11587;6778;1034;226;6021;48;1763;2636;69;3460;23;91;right
11927;56;2ul10;6;Pan M28;Pan M28-16-18-008;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.084;0.025;0.091;0.040;0.010;0.013;0.014;0.021;0.4;6478;3212;2484;2354;3161;702;1423;1466;21280;6811;571;3570;90;2594;237;7451;2579;228;104;3567;36;789;1599;11;1637;22;34;right
11928;39;2ul10;6;Pan M28;Pan M28-16-18-009;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.077;0.026;0.082;0.033;0.008;0.016;0.010;0.013;0.4;3860;1959;1735;1810;1730;517;822;892;13324;4182;320;2228;57;1870;153;4745;2043;233;68;2001;17;594;949;10;1028;10;13;right
